commune_code,commune_libelle,quartier,region,departement,zone,nb_enfants_0_4,nb_enfants_5_15,nb_adultes_H,nb_adultes_F,taille_menage,statut_occupation,type_habitat,proxy_niveau_vie,proxy_niveau_vie_label,repondant_sexe,repondant_age,repondant_statut,repondant_est_cm,cm_sexe,cm_age,cm_tranche_age,cm_type_enseignement,cm_niveau_instruction,cm_alpha_francais,cm_alpha_anglais,cm_alpha_arabe,cm_alpha_lng_nationale,cm_alpha_autre_etrangere,cm_est_alphabetise,cm_situation_matrimoniale,cm_statut_emploi,cm_secteur_emploi,cm_revenu,src__v1,src__v2,src__v3,src__v4,src__v5,src__v6,src__v7,sources_liste,nb_sources,nat__v8,nat__v9,nat__v10,nat__v11,nat__v12,nat__v13,nat__v14,nat__v15,nat__v16,nat__v17,natures_liste,nb_natures,mode_stockage,stockage_couvert,place_stockage,capacite_stockage_suffisante,tri_avant_evacuation,revente_dechets,types_revendus_liste,raison_non_revente,proportion_traitee,traitement_enfouissement,traitement_incineration,traitement_recyclage,traitement_compostage,au_moins_un_traitement,responsable_evacuation,acces_benne_tasseuse,benne_usage_regulier,distance_point_collecte,benne_point_nettoyage,benne_heure_convient,frequence_benne,satisfaction_benne,service_alternatif_type,service_alternatif_raison,a_service_alternatif,service_evacuation_payant,montant_evacuation_tranche,frequence_paiement,montant_mensuel_evacuation_fcfa,duree_quartier,existence_bacs_quartier,satisfaction_bacs,raison_insatisfaction_bacs,corbeilles_rue_presentes,satisfaction_emplacements_corbeilles,satisfaction_qualite_corbeilles,acces_depotoire_normalise,dep_sauvages_rue_freq,eaux_usees_rue_freq,depots_sauvages_observes,dernier_depot_sauvage,contact_UCG_pour_depot,satisfaction_reaction_UCG,nuisible__v23,nuisible__v24,nuisible__v25,nuisible__v26,nuisible__v27,nuisible__v28,nuisible__v29,nuisibles_liste,nb_nuisibles,service_balayage_rues,satisfaction_balayage,set_setal,place_publique,gestionnaire_place_publique,salubrite_place_publique,marche_present,gestionnaire_marche,gestion_dechets_marche,connait_UCG,campagne_sensibilisation,organisateur_campagne,satisfait_campagne,suggestions_amelioration,maladie__v30,maladie__v31,maladie__v32,maladie__v33,maladie__v34,maladie__v35,maladie__v36,maladie__v37,maladie__v38,maladies_liste,nb_maladies,aucune_maladie,nb_types_maladies_menage,maladie_liee_dechets
9,Sangalkam,Takhou,Dakar,Rufisque,Région de Dakar (urbain),4,4,3,4,15.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,57.0,Chef de ménage,Oui,Femme,57.0,45-59 ans,École française,Secondaire,Oui,Oui,Oui,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Fût,Non,"Dans la rue, près de la maison",Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Acceptable,Non,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Bon / Satisfait,Non,Non,,,Non,,,Non,Non,,,Donner des poubelles,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non
9,Sangalkam,Takhou,Dakar,Rufisque,Région de Dakar (urbain),1,0,1,3,5.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,18.0,Petit-fils / Petite-fille,Non,Homme,80.0,60 ans et plus,École française,Supérieur,Oui,Non,Non,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,0,0,1,0,0,0,0,Plastiques | Papier / Carton | Déchets verts,3,Poubelle spécialisée,Non,Dans la parcelle,Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Non,Oui,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Mauvais / Pas satisfait,Oui,"Oui, rarement","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,1,1,1,0,Moustiques | Mouches | Cafards | Souris | Vers | Rats,6,Oui,Bon / Satisfait,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Non,Non,,,Organiser des réunions avec la population,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non
9,Sangalkam,Takhou,Dakar,Rufisque,Région de Dakar (urbain),2,1,1,2,6.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,37.0,Femme ou Mari,Non,Homme,45.0,45-59 ans,École française,Supérieur,Oui,Oui,Oui,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Très bon / Très satisfait,Bon / Satisfait,Oui,"Oui, très souvent","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Non,,,Non,Non,,,Responsabiliser la population,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
9,Sangalkam,Darou salam,Dakar,Rufisque,Région de Dakar (urbain),4,3,5,4,16.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,61.0,Chef de ménage,Oui,Femme,57.0,45-59 ans,Aucun,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,1,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets verts | Métal,5,Seau / Bassine,Non,"Dans la rue, près de la maison",Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Éloignée,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Non,,,Non,Non,,,Responsabiliser la population,0,0,0,1,1,0,0,0,0,Sinusite | Toux,2,0,2,Oui
9,Sangalkam,Darou salam,Dakar,Rufisque,Région de Dakar (urbain),1,2,1,2,6.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,,Fils ou Fille,Non,Homme,50.0,45-59 ans,École française,Supérieur,Oui,Oui,Oui,Oui,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,Non,,,,,,,Autre,Autre,Oui,Non,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Mauvais / Pas satisfait,Oui,"Non, jamais","Non, jamais","Oui, rarement",,,,1,1,1,1,1,1,0,Moustiques | Mouches | Cafards | Souris | Vers | Rats,6,Oui,Très bon / Très satisfait,Oui,Non,,,Non,,,Non,Non,,,Poubelles et bennes tasseuse,1,1,1,1,0,0,0,0,0,Fièvre | Asthme | Rhume | Sinusite,4,0,4,Oui
9,Sangalkam,Darou salam,Dakar,Rufisque,Région de Dakar (urbain),1,1,4,4,10.0,Propriétaire,Maison basse,3,Élevé,Femme,22.0,Gendre / Belle-fille,Non,Homme,60.0,60 ans et plus,École coranique,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,1,0,1,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets verts,5,Poubelle spécialisée,Oui,"Dans la rue, près de la maison",Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,Non,,,,,,,Charrettes / brouettes / pousse-pousse,Plus disponible,Oui,Oui,Plus de 2 000 FCFA,Par mois,2500.0,1 mois et plus,Non,,,Oui,Très bon / Très satisfait,Mauvais / Pas satisfait,Oui,"Non, jamais","Oui, rarement","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Bon / Satisfait,Oui,Oui,Association du quartier,Bon / Satisfait,Non,,,Non,Non,,,Charger les ménages à se gérer et aussi les quartier,0,0,1,0,0,0,0,0,1,Rhume | Autre maladie,2,0,2,Non
9,Sangalkam,Darou salam,Dakar,Rufisque,Région de Dakar (urbain),1,1,2,4,8.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,30.0,Femme ou Mari,Non,Homme,65.0,60 ans et plus,Aucun,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,0,0,1,0,0,0,0,Plastiques | Papier / Carton | Déchets verts,3,Seau / Bassine,Non,Dans la parcelle,Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Éloignée,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",2 à 7 jours,Non,,1,1,1,0,1,1,0,Moustiques | Mouches | Cafards | Vers | Rats,5,Non,,Non,Non,,,Non,,,Non,Non,,,Set setal,1,0,1,0,1,0,1,0,0,Fièvre | Rhume | Toux | Démangeaisons,4,0,4,Oui
9,Sangalkam,Darou salam,Dakar,Rufisque,Région de Dakar (urbain),3,3,7,4,17.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,39.0,Fils ou Fille,Non,Homme,60.0,60 ans et plus,Aucun,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,0,0,1,0,0,0,0,Plastiques | Papier / Carton | Déchets verts,3,Sac,Non,Dans la parcelle,Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Non,Oui,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Très bon / Très satisfait,Très bon / Très satisfait,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Non,,,Non,Non,,,Sensibilisation des charetier,1,0,1,1,0,0,0,0,0,Fièvre | Rhume | Sinusite,3,0,3,Oui
9,Sangalkam,Darou salam,Dakar,Rufisque,Région de Dakar (urbain),1,2,3,3,9.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,35.0,Chef de ménage,Oui,Femme,35.0,35-44 ans,École française,Supérieur,Oui,Non,Non,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,0,0,1,0,0,0,0,Plastiques | Papier / Carton | Déchets verts,3,Poubelle spécialisée,Oui,Dans la parcelle,Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Non,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Oui, rarement","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Bon / Satisfait,Oui,Non,,,Non,,,Oui,Non,,,Responsabiliser les population,0,0,0,1,0,1,0,0,0,Sinusite | Nausées ou vomissements,2,0,2,Oui
9,Sangalkam,Darou salam,Dakar,Rufisque,Région de Dakar (urbain),4,9,9,9,31.0,Propriétaire,Maison basse,3,Élevé,Femme,55.0,Autre,Non,Homme,80.0,60 ans et plus,École coranique,,Non,Ne sait pas,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,1,0,1,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets verts,5,Sac,Non,Dans la parcelle,Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,Non,,,,,,,Charrettes / brouettes / pousse-pousse,Plus disponible,Oui,Oui,Entre 200 et 400 FCFA,Par jour,9000.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Non,,,Non,,,Non,Non,,,Disponibilité des poubelles,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
9,Sangalkam,Serère,Dakar,Rufisque,Région de Dakar (urbain),4,6,5,6,21.0,Propriétaire,Maison basse,3,Élevé,Femme,60.0,Chef de ménage,Oui,Femme,60.0,60 ans et plus,Aucun,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,1,0,1,0,0,0,0,Plastiques | Papier / Carton | Vêtements / Tissus | Déchets verts,4,Sac,Non,Dans la parcelle,Non,Oui,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,Non,,,,,,,Charrettes / brouettes / pousse-pousse,Plus accessible,Oui,Oui,Plus de 2 000 FCFA,Par semaine,10825.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Bon / Satisfait,Oui,Non,,,Oui,Les commerçants,Bon / Satisfait,Non,Non,,,Responsabilité de la population,1,1,1,0,1,1,0,0,1,Fièvre | Asthme | Rhume | Toux | Nausées ou vomissements | Autre maladie,6,0,6,Oui
18,Golf Sud,Golf sud,Dakar,Guédiawaye,Région de Dakar (urbain),2,1,3,4,10.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,30.0,Gendre / Belle-fille,Non,Homme,,,École française,Ne sait pas,Oui,Ne sait pas,Oui,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Seau / Bassine,Non,"Dans la rue, près de la maison",Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Non, jamais","Oui, rarement","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Mauvais / Pas satisfait,Oui,Non,,,Oui,UCG,Bon / Satisfait,Oui,Non,,,Balayage régulier des rues,1,0,1,0,1,0,0,0,0,Fièvre | Rhume | Toux,3,0,3,Oui
18,Golf Sud,Golf sud,Dakar,Guédiawaye,Région de Dakar (urbain),0,0,1,2,3.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,32.0,Fils ou Fille,Non,Femme,,,École française,Supérieur,Oui,Oui,Non,Oui,Oui,Oui,,,,,1,1,0,1,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Animaux domestiques,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Autre membre féminin de 12 ans ou moins,Oui,Oui,Acceptable,Oui,Non,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Mauvais / Pas satisfait,Oui,"Oui, rarement","Non, jamais","Oui, rarement",,,,1,1,0,1,0,0,0,Moustiques | Mouches | Souris,3,Oui,Bon / Satisfait,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Non,Non,,,Mettre en place des corbeilles de rue avec bonne gestion et régularité des bennes tasseuses,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non
18,Golf Sud,Golf  Sud,Dakar,Guédiawaye,Région de Dakar (urbain),3,2,2,4,11.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,29.0,Fils ou Fille,Non,Femme,49.0,45-59 ans,École française,Secondaire,Oui,Oui,Oui,Oui,Oui,Oui,,,,,1,1,0,0,0,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Commerce / activités de production,3,1,1,0,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Métal,3,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Acceptable,Oui,Oui,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,1,1,0,Moustiques | Mouches | Vers | Rats,4,Oui,Bon / Satisfait,Oui,Non,,,Oui,Mairie,Bon / Satisfait,Non,Non,,,Régularité  des camions et respect d'une heure fixe,1,0,1,0,0,1,0,0,0,Fièvre | Rhume | Nausées ou vomissements,3,0,3,Oui
49,Yène,Yene  kaw,Dakar,Rufisque,Région de Dakar (urbain),4,4,5,8,21.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,52.0,Chef de ménage,Oui,Femme,52.0,45-59 ans,École arabe,Primaire,Non,Non,Oui,Non,Non,Oui,,,,,1,1,1,1,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Animaux domestiques,4,1,1,0,0,0,1,0,1,0,0,Plastiques | Papier / Carton | Déchets verts | Excréments d'animaux,4,Sac,Oui,"Dans la rue, près de la maison",Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Chef de ménage,Oui,Oui,Proche,Oui,Oui,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Oui,Bon / Satisfait,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,1,0,Moustiques | Mouches | Rats,3,Non,,Oui,Non,,,Non,,,Non,Non,,,Dons de poubelle et regularite des bennes tasseuses,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non
49,Yène,Yene kaw,Dakar,Rufisque,Région de Dakar (urbain),0,2,0,8,10.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,,Gendre / Belle-fille,Non,Femme,,,Aucun,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,0,0,1,0,0,0,0,Plastiques | Papier / Carton | Déchets verts,3,Sac,Non,"Dans la rue, près de la maison",Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Proche,Non,Oui,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Oui,Bon / Satisfait,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Non, jamais","Non, jamais","Oui, rarement",,,,1,1,0,1,0,1,0,Moustiques | Mouches | Souris | Rats,4,Non,,Non,Non,,,Oui,NSP,Bon / Satisfait,Non,Non,,,Dons de poubelles et des services de nettoyage de la rue,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
49,Yène,Yene  kaw,Dakar,Rufisque,Région de Dakar (urbain),1,2,2,2,7.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,18.0,Petit-fils / Petite-fille,Non,Homme,,,École coranique,,Non,Non,Oui,Non,Non,Oui,,,,,1,1,0,1,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Animaux domestiques,3,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Seau / Bassine,Non,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Oui,Oui,Pas régulière,Mauvais,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Oui, rarement","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Non,,,Non,,,Non,Non,,,Conscience de la population et régularité des bennes tasseuses,1,1,1,0,0,0,0,0,0,Fièvre | Asthme | Rhume,3,0,3,Oui
49,Yène,Yene kaw,Dakar,Rufisque,Région de Dakar (urbain),2,4,2,5,13.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,32.0,Gendre / Belle-fille,Non,Homme,,,École française,Ne sait pas,Oui,Ne sait pas,Ne sait pas,Oui,Non,Oui,,,,,1,1,0,1,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Animaux domestiques,3,1,1,0,0,0,1,0,0,0,0,Plastiques | Papier / Carton | Déchets verts,3,Sac,Oui,Dans la parcelle,Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Non,Non,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Mauvais / Pas satisfait,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Oui,Oui,Autre,Oui,,0,1,1,0,0,0,0,0,0,Asthme | Rhume,2,0,2,Oui
2,Biscuiterie,Sacrée coeur 3,Dakar,Dakar,Région de Dakar (urbain),1,1,2,2,6.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,18.0,Femme ou Mari,Non,Femme,40.0,35-44 ans,École française,Secondaire,Oui,Non,Non,Oui,Oui,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / Cuisine,1,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Fût,Non,Dans la cuisine,Non,Oui,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Ne sait pas,,,Non,,,Non,"Oui, rarement","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Non,Oui,NSP,Bon / Satisfait,Oui,Association du quartier,Mauvais / Pas satisfait,Non,Non,,,Utilisé les médias ou réseaux sociaux,1,0,0,0,1,0,0,0,0,Fièvre | Toux,2,0,2,Oui
26,Keur Massar,Keur massar unité  2,Dakar,Pikine,Région de Dakar (urbain),3,4,5,3,15.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,74.0,Chef de ménage,Oui,Homme,74.0,60 ans et plus,École française,Secondaire,Oui,Non,Non,Oui,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / Cuisine | Entretien du logement,2,1,0,1,1,0,0,0,0,0,0,Plastiques | Restes d'aliments | Vêtements / Tissus,3,Sac,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Non,Non,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, rarement","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,1,0,1,0,Moustiques | Mouches | Souris | Rats,4,Non,,Oui,Oui,Association du quartier,Bon / Satisfait,Non,,,Non,Non,,,"Venir à l'heure,et régulièrement",0,0,1,0,1,0,0,0,0,Rhume | Toux,2,0,2,Oui
26,Keur Massar,Unité 2,Dakar,Pikine,Région de Dakar (urbain),3,5,3,4,15.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,19.0,Frère ou Sœur,Non,Homme,55.0,45-59 ans,École arabe,Secondaire,Oui,Non,Oui,Oui,Non,Oui,,,,,1,1,1,0,0,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Commerce / activités de production,4,1,1,1,1,0,0,1,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Métal | Excréments d'animaux,6,Seau / Bassine,Non,"Dans la rue, près de la maison",Non,Non,Oui,Ferraille,,Aucune partie,,,,,Non,Autre membre masculin de plus de 12 ans,Oui,Oui,Acceptable,Non,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, rarement","Oui, rarement",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Oui,UCG,Bon / Satisfait,Oui,Association du quartier,Mauvais / Pas satisfait,Oui,Non,,,"Augmenter les bacs à ordures 
Sensibiliser la population  
Être régulier pour la récupération  des ordures",1,0,0,0,1,0,0,0,0,Fièvre | Toux,2,0,2,Oui
26,Keur Massar,Unité 2,Dakar,Pikine,Région de Dakar (urbain),0,4,6,1,11.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,30.0,Frère ou Sœur,Non,Homme,56.0,45-59 ans,École française,Secondaire,Oui,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Seau / Bassine,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, rarement","Non, jamais","Oui, rarement",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Oui,NSP,Bon / Satisfait,Oui,Association du quartier,Mauvais / Pas satisfait,Oui,Non,,,Plus de sensibilisation et éviter des grèves,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non
26,Keur Massar,Unité 5,Dakar,Pikine,Région de Dakar (urbain),0,0,4,0,4.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,65.0,Chef de ménage,Oui,Homme,65.0,60 ans et plus,École française,Supérieur,Oui,Oui,Oui,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,0,1,1,1,0,0,0,0,0,0,Papier / Carton | Restes d'aliments | Vêtements / Tissus,3,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Non,,Oui,Non,,,Oui,Mairie,Mauvais / Pas satisfait,Non,Non,,,Ramassage permanent,0,0,1,0,1,0,0,0,0,Rhume | Toux,2,0,2,Oui
